date,Day,Month,Year,Column1,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HS,AS,HST,HST %,AST,AST %,HC,AC,HF,AF,HY,AY,HR,AR,ScoreH,ScoreA,Count
10/11/2018,10,11,2018,0.860215054,Huddersfield,West Ham,1,1,D,C Kavanagh,15,12,7,0.466666667,5,0.416666667,5,6,9,8,1,1,0,0,0,3,6954
10/11/2018,10,11,2018,0.860215054,Leicester,Burnley,0,0,D,M Dean,22,6,5,0.227272727,1,0.166666667,12,1,13,10,2,0,0,0,0,3,6955
10/11/2018,10,11,2018,0.860215054,Newcastle,Bournemouth,2,1,H,L Probert,18,14,6,0.333333333,4,0.285714286,7,10,9,11,2,1,0,0,3,0,6956
10/11/2018,10,11,2018,0.860215054,Southampton,Watford,1,1,D,S Hooper,14,12,4,0.285714286,6,0.5,7,6,13,13,3,2,0,0,0,3,6957
11/11/2018,11,11,2018,0.862903226,Arsenal,Wolves,1,1,D,S Attwell,10,12,3,0.3,5,0.416666667,11,2,9,16,2,2,0,0,0,3,6958
11/11/2018,11,11,2018,0.862903226,Chelsea,Everton,0,0,D,K Friend,15,6,4,0.266666667,1,0.166666667,5,5,7,11,4,3,0,0,0,3,6959
11/11/2018,11,11,2018,0.862903226,Liverpool,Fulham,2,0,H,P Tierney,20,8,7,0.35,3,0.375,6,3,11,9,1,1,0,0,3,0,6960
11/11/2018,11,11,2018,0.862903226,Man City,Man United,3,1,H,A Taylor,17,6,5,0.294117647,1,0.166666667,5,1,12,12,1,1,0,0,3,0,6961
24/11/2018,24,11,2018,0.897849462,Brighton,Leicester,1,1,D,C Kavanagh,14,8,3,0.214285714,3,0.375,6,1,10,7,3,1,0,1,0,3,6962
24/11/2018,24,11,2018,0.897849462,Everton,Cardiff,1,0,H,P Tierney,16,7,8,0.5,1,0.142857143,7,3,12,13,0,3,0,0,3,0,6963
24/11/2018,24,11,2018,0.897849462,Fulham,Southampton,3,2,H,M Oliver,10,19,5,0.5,8,0.421052632,2,5,10,6,2,3,0,0,3,0,6964
24/11/2018,24,11,2018,0.897849462,Man United,Crystal Palace,0,0,D,L Mason,12,13,5,0.416666667,2,0.153846154,10,3,13,12,1,2,0,0,0,3,6965
24/11/2018,24,11,2018,0.897849462,Tottenham,Chelsea,3,1,H,M Atkinson,18,13,9,0.5,2,0.153846154,4,4,19,12,0,3,0,0,3,0,6966
24/11/2018,24,11,2018,0.897849462,Watford,Liverpool,0,3,A,J Moss,5,10,1,0.2,7,0.7,5,5,12,13,0,0,0,1,1,1,6967
24/11/2018,24,11,2018,0.897849462,West Ham,Man City,0,4,A,A Marriner,9,9,1,0.111111111,6,0.666666667,8,1,6,3,0,0,0,0,1,1,6968
25/11/2018,25,11,2018,0.900537634,Bournemouth,Arsenal,1,2,A,C Pawson,11,20,5,0.454545455,4,0.2,5,8,6,9,2,1,0,0,1,1,6969
25/11/2018,25,11,2018,0.900537634,Wolves,Huddersfield,0,2,A,K Friend,12,14,3,0.25,6,0.428571429,3,5,9,8,1,2,0,0,1,1,6970
26/11/2018,26,11,2018,0.903225806,Burnley,Newcastle,1,2,A,A Taylor,14,17,4,0.285714286,3,0.176470588,5,5,6,11,0,1,0,0,1,1,6971
30/11/2018,30,11,2018,0.913978495,Cardiff,Wolves,2,1,H,A Marriner,17,15,3,0.176470588,4,0.266666667,7,6,3,12,1,2,0,0,3,0,6972
01/12/2018,1,12,2018,0.919354839,Crystal Palace,Burnley,2,0,H,L Probert,29,4,9,0.310344828,0,0,10,2,9,10,1,1,0,0,3,0,6973
01/12/2018,1,12,2018,0.919354839,Huddersfield,Brighton,1,2,A,M Oliver,7,14,2,0.285714286,6,0.428571429,2,6,10,12,0,2,1,0,1,1,6974
01/12/2018,1,12,2018,0.919354839,Leicester,Watford,2,0,H,G Scott,7,8,3,0.428571429,0,0,4,8,7,6,2,1,0,1,3,0,6975
01/12/2018,1,12,2018,0.919354839,Man City,Bournemouth,3,1,H,S Attwell,16,4,6,0.375,1,0.25,8,4,9,3,0,0,0,0,3,0,6976
01/12/2018,1,12,2018,0.919354839,Newcastle,West Ham,0,3,A,P Tierney,16,7,4,0.25,4,0.571428571,7,3,10,10,3,3,0,0,1,1,6977
01/12/2018,1,12,2018,0.919354839,Southampton,Man United,2,2,D,K Friend,16,11,6,0.375,5,0.454545455,3,5,12,13,4,4,0,0,0,3,6978
02/12/2018,2,12,2018,0.922043011,Arsenal,Tottenham,4,2,H,M Dean,22,11,7,0.318181818,6,0.545454545,8,5,15,17,3,3,0,1,3,0,6979
02/12/2018,2,12,2018,0.922043011,Chelsea,Fulham,2,0,H,C Pawson,16,9,9,0.5625,4,0.444444444,4,6,8,17,2,1,0,0,3,0,6980
02/12/2018,2,12,2018,0.922043011,Liverpool,Everton,1,0,H,C Kavanagh,16,9,3,0.1875,3,0.333333333,8,1,12,7,3,2,0,0,3,0,6981
04/12/2018,4,12,2018,0.927419355,Bournemouth,Huddersfield,2,1,H,R East,6,23,2,0.333333333,6,0.260869565,4,8,14,11,4,2,0,0,3,0,6982
04/12/2018,4,12,2018,0.927419355,Brighton,Crystal Palace,3,1,H,K Friend,9,18,3,0.333333333,5,0.277777778,4,5,14,12,2,3,1,0,3,0,6983
04/12/2018,4,12,2018,0.927419355,Watford,Man City,1,2,A,P Tierney,11,15,7,0.636363636,7,0.466666667,3,11,4,8,0,1,0,0,1,1,6984
04/12/2018,4,12,2018,0.927419355,West Ham,Cardiff,3,1,H,G Scott,17,9,11,0.647058824,5,0.555555556,10,4,10,10,1,2,0,0,3,0,6985
05/12/2018,5,12,2018,0.930107527,Burnley,Liverpool,1,3,A,S Attwell,10,18,6,0.6,12,0.666666667,5,9,10,3,1,0,0,0,1,1,6986
05/12/2018,5,12,2018,0.930107527,Everton,Newcastle,1,1,D,L Mason,19,8,3,0.157894737,5,0.625,14,2,7,18,0,5,0,0,0,3,6987
05/12/2018,5,12,2018,0.930107527,Fulham,Leicester,1,1,D,D Coote,25,13,7,0.28,5,0.384615385,10,8,12,7,0,0,0,0,0,3,6988
05/12/2018,5,12,2018,0.930107527,Man United,Arsenal,2,2,D,A Marriner,10,9,7,0.7,4,0.444444444,4,4,13,10,3,3,0,0,0,3,6989
05/12/2018,5,12,2018,0.930107527,Tottenham,Southampton,3,1,H,A Taylor,13,18,8,0.615384615,5,0.277777778,8,6,7,5,0,0,0,0,3,0,6990
05/12/2018,5,12,2018,0.930107527,Wolves,Chelsea,2,1,H,J Moss,6,17,2,0.333333333,3,0.176470588,1,5,18,10,4,4,0,0,3,0,6991
08/12/2018,8,12,2018,0.938172043,Arsenal,Huddersfield,1,0,H,P Tierney,14,6,2,0.142857143,0,0,7,1,13,20,5,4,0,0,3,0,6992
08/12/2018,8,12,2018,0.938172043,Bournemouth,Liverpool,0,4,A,L Mason,8,10,2,0.25,4,0.4,6,6,9,11,2,1,0,0,1,1,6993
08/12/2018,8,12,2018,0.938172043,Burnley,Brighton,1,0,H,M Atkinson,14,14,4,0.285714286,1,0.071428571,2,7,11,11,2,0,0,0,3,0,6994
08/12/2018,8,12,2018,0.938172043,Cardiff,Southampton,1,0,H,J Moss,13,12,4,0.307692308,1,0.083333333,7,7,9,10,2,2,0,0,3,0,6995
08/12/2018,8,12,2018,0.938172043,Chelsea,Man City,2,0,H,M Oliver,8,14,5,0.625,4,0.285714286,1,13,12,11,2,0,0,0,3,0,6996
08/12/2018,8,12,2018,0.938172043,Leicester,Tottenham,0,2,A,C Pawson,11,7,3,0.272727273,2,0.285714286,6,5,12,7,3,1,0,0,1,1,6997
08/12/2018,8,12,2018,0.938172043,Man United,Fulham,4,1,H,L Probert,20,10,11,0.55,4,0.4,10,3,11,15,1,1,0,1,3,0,6998
08/12/2018,8,12,2018,0.938172043,West Ham,Crystal Palace,3,2,H,A Taylor,13,8,6,0.461538462,4,0.5,5,3,10,8,1,2,0,0,3,0,6999
09/12/2018,9,12,2018,0.940860215,Newcastle,Wolves,1,2,A,M Dean,12,13,4,0.333333333,6,0.461538462,4,6,10,17,2,5,1,0,1,1,7000
10/12/2018,10,12,2018,0.943548387,Everton,Watford,2,2,D,K Friend,12,15,5,0.416666667,3,0.2,6,6,13,13,1,1,0,0,0,3,7001
15/12/2018,15,12,2018,0.956989247,Crystal Palace,Leicester,1,0,H,M Oliver,8,12,1,0.125,2,0.166666667,4,4,10,8,2,1,0,0,3,0,7002
15/12/2018,15,12,2018,0.956989247,Fulham,West Ham,0,2,A,M Dean,16,6,4,0.25,3,0.5,6,4,14,10,2,1,0,0,1,1,7003
15/12/2018,15,12,2018,0.956989247,Huddersfield,Newcastle,0,1,A,A Taylor,15,8,5,0.333333333,5,0.625,10,1,5,13,1,1,0,0,1,1,7004
15/12/2018,15,12,2018,0.956989247,Man City,Everton,3,1,H,C Pawson,13,9,5,0.384615385,2,0.222222222,6,2,7,9,1,2,0,0,3,0,7005
15/12/2018,15,12,2018,0.956989247,Tottenham,Burnley,1,0,H,G Scott,15,4,3,0.2,0,0,8,3,7,8,0,2,0,0,3,0,7006
15/12/2018,15,12,2018,0.956989247,Watford,Cardiff,3,2,H,A Madley,17,10,8,0.470588235,3,0.3,5,0,7,5,0,0,0,0,3,0,7007
15/12/2018,15,12,2018,0.956989247,Wolves,Bournemouth,2,0,H,S Hooper,9,13,3,0.333333333,3,0.230769231,5,3,15,7,1,2,0,0,3,0,7008
16/12/2018,16,12,2018,0.959677419,Brighton,Chelsea,1,2,A,S Attwell,6,10,2,0.333333333,3,0.3,4,1,14,6,2,2,0,0,1,1,7009
16/12/2018,16,12,2018,0.959677419,Liverpool,Man United,3,1,H,M Atkinson,36,6,11,0.305555556,2,0.333333333,13,2,6,14,0,2,0,0,3,0,7010
16/12/2018,16,12,2018,0.959677419,Southampton,Arsenal,3,2,H,C Kavanagh,12,13,7,0.583333333,4,0.307692308,4,5,12,10,3,1,0,0,3,0,7011
21/12/2018,21,12,2018,0.97311828,Wolves,Liverpool,0,2,A,C Pawson,11,15,5,0.454545455,6,0.4,1,10,7,3,0,0,0,0,1,1,7012
22/12/2018,22,12,2018,0.975806452,Arsenal,Burnley,3,1,H,K Friend,10,7,6,0.6,2,0.285714286,1,3,10,14,2,5,0,0,3,0,7013
22/12/2018,22,12,2018,0.975806452,Bournemouth,Brighton,2,0,H,M Dean,14,10,3,0.214285714,5,0.5,6,5,8,18,2,0,0,1,3,0,7014
22/12/2018,22,12,2018,0.975806452,Cardiff,Man United,1,5,A,M Oliver,9,17,3,0.333333333,9,0.529411765,4,7,13,13,2,1,0,0,1,1,7015
22/12/2018,22,12,2018,0.975806452,Chelsea,Leicester,0,1,A,L Probert,17,8,5,0.294117647,3,0.375,9,5,10,9,0,2,0,0,1,1,7016
22/12/2018,22,12,2018,0.975806452,Huddersfield,Southampton,1,3,A,S Attwell,16,13,5,0.3125,6,0.461538462,8,2,12,9,2,3,0,0,1,1,7017
22/12/2018,22,12,2018,0.975806452,Man City,Crystal Palace,2,3,A,A Marriner,19,5,5,0.263157895,3,0.6,13,0,7,6,0,4,0,0,1,1,7018
22/12/2018,22,12,2018,0.975806452,Newcastle,Fulham,0,0,D,M Atkinson,9,4,0,0,2,0.5,6,0,9,12,1,2,0,0,0,3,7019
22/12/2018,22,12,2018,0.975806452,West Ham,Watford,0,2,A,L Mason,18,11,7,0.388888889,5,0.454545455,10,4,9,11,3,2,0,0,1,1,7020
23/12/2018,23,12,2018,0.978494624,Everton,Tottenham,2,6,A,P Tierney,10,17,3,0.3,8,0.470588235,2,1,13,9,0,2,0,0,1,1,7021
26/12/2018,26,12,2018,0.98655914,Brighton,Arsenal,1,1,D,A Taylor,12,7,3,0.25,4,0.571428571,4,9,10,4,2,1,0,0,0,3,7022
26/12/2018,26,12,2018,0.98655914,Burnley,Everton,1,5,A,M Oliver,11,13,4,0.363636364,6,0.461538462,5,7,11,19,2,4,0,0,1,1,7023
26/12/2018,26,12,2018,0.98655914,Crystal Palace,Cardiff,0,0,D,L Probert,31,9,5,0.161290323,4,0.444444444,12,1,9,11,0,3,0,0,0,3,7024
26/12/2018,26,12,2018,0.98655914,Fulham,Wolves,1,1,D,A Marriner,11,14,9,0.818181818,5,0.357142857,2,0,9,6,2,1,0,0,0,3,7025
26/12/2018,26,12,2018,0.98655914,Leicester,Man City,2,1,H,M Dean,10,11,5,0.5,4,0.363636364,3,7,5,8,2,2,0,1,3,0,7026
26/12/2018,26,12,2018,0.98655914,Liverpool,Newcastle,4,0,H,G Scott,16,6,8,0.5,2,0.333333333,10,2,7,9,0,0,0,0,3,0,7027
26/12/2018,26,12,2018,0.98655914,Man United,Huddersfield,3,1,H,J Moss,16,10,10,0.625,2,0.2,5,3,9,13,1,1,0,0,3,0,7028
26/12/2018,26,12,2018,0.98655914,Tottenham,Bournemouth,5,0,H,C Kavanagh,10,14,7,0.7,4,0.285714286,3,4,4,8,2,1,0,0,3,0,7029
26/12/2018,26,12,2018,0.98655914,Watford,Chelsea,1,2,A,M Atkinson,10,10,2,0.2,4,0.4,3,4,15,5,1,0,0,0,1,1,7030
27/12/2018,27,12,2018,0.989247312,Southampton,West Ham,1,2,A,C Pawson,11,16,5,0.454545455,5,0.3125,4,5,10,3,2,0,0,0,1,1,7031
29/12/2018,29,12,2018,0.994623656,Brighton,Everton,1,0,H,A Madley,11,13,3,0.272727273,4,0.307692308,6,6,10,11,0,2,0,0,3,0,7032
29/12/2018,29,12,2018,0.994623656,Fulham,Huddersfield,1,0,H,K Friend,14,9,5,0.357142857,5,0.555555556,4,3,12,10,3,1,0,0,3,0,7033
29/12/2018,29,12,2018,0.994623656,Leicester,Cardiff,0,1,A,S Hooper,16,12,7,0.4375,3,0.25,10,4,14,16,0,2,0,0,1,1,7034
29/12/2018,29,12,2018,0.994623656,Liverpool,Arsenal,5,1,H,M Oliver,15,8,10,0.666666667,2,0.25,5,3,8,13,1,2,0,0,3,0,7035
29/12/2018,29,12,2018,0.994623656,Tottenham,Wolves,1,3,A,S Attwell,10,11,3,0.3,4,0.363636364,6,7,7,7,3,2,0,0,1,1,7036
29/12/2018,29,12,2018,0.994623656,Watford,Newcastle,1,1,D,R East,12,8,5,0.416666667,2,0.25,3,6,17,16,1,2,0,0,0,3,7037
30/12/2018,30,12,2018,0.997311828,Burnley,West Ham,2,0,H,D Coote,17,11,5,0.294117647,4,0.363636364,5,5,15,11,1,4,0,0,3,0,7038
30/12/2018,30,12,2018,0.997311828,Crystal Palace,Chelsea,0,1,A,C Pawson,4,12,0,0,4,0.333333333,3,4,11,8,0,1,0,0,1,1,7039
30/12/2018,30,12,2018,0.997311828,Man United,Bournemouth,4,1,H,L Mason,11,7,8,0.727272727,3,0.428571429,4,5,10,7,2,0,1,0,3,0,7040
30/12/2018,30,12,2018,0.997311828,Southampton,Man City,1,3,A,P Tierney,5,14,4,0.8,6,0.428571429,3,8,11,10,2,3,1,0,1,1,7041
01/01/2019,1,1,2019,0.002688172,Arsenal,Fulham,4,1,H,G Scott,16,9,9,0.5625,4,0.444444444,8,3,7,12,0,1,0,0,3,0,7042
01/01/2019,1,1,2019,0.002688172,Cardiff,Tottenham,0,3,A,K Friend,6,13,3,0.5,4,0.307692308,5,3,6,6,1,0,0,0,1,1,7043
01/01/2019,1,1,2019,0.002688172,Everton,Leicester,0,1,A,M Atkinson,17,8,2,0.117647059,4,0.5,6,5,5,8,3,1,0,0,1,1,7044
02/01/2019,2,1,2019,0.005376344,Bournemouth,Watford,3,3,D,D Coote,25,11,12,0.48,3,0.272727273,4,2,9,15,1,4,0,0,0,3,7045
02/01/2019,2,1,2019,0.005376344,Chelsea,Southampton,0,0,D,J Moss,17,6,6,0.352941176,2,0.333333333,7,2,8,11,1,2,0,0,0,3,7046
02/01/2019,2,1,2019,0.005376344,Huddersfield,Burnley,1,2,A,M Dean,9,16,2,0.222222222,8,0.5,5,2,11,9,0,4,1,1,1,1,7047
02/01/2019,2,1,2019,0.005376344,Newcastle,Man United,0,2,A,A Marriner,14,16,3,0.214285714,7,0.4375,1,2,10,9,1,2,0,0,1,1,7048
02/01/2019,2,1,2019,0.005376344,West Ham,Brighton,2,2,D,C Kavanagh,13,13,6,0.461538462,6,0.461538462,1,5,9,11,0,1,0,0,0,3,7049
02/01/2019,2,1,2019,0.005376344,Wolves,Crystal Palace,0,2,A,R East,9,17,1,0.111111111,4,0.235294118,3,10,9,7,4,1,0,0,1,1,7050
03/01/2019,3,1,2019,0.008064516,Man City,Liverpool,2,1,H,A Taylor,9,7,4,0.444444444,5,0.714285714,2,1,12,7,4,2,0,0,3,0,7051
12/01/2019,12,1,2019,0.032258065,Brighton,Liverpool,0,1,A,K Friend,7,10,0,0,3,0.3,2,7,15,5,0,0,0,0,1,1,7052
12/01/2019,12,1,2019,0.032258065,Burnley,Fulham,2,1,H,M Atkinson,11,12,0,0,4,0.333333333,2,6,5,9,1,2,0,0,3,0,7053
12/01/2019,12,1,2019,0.032258065,Cardiff,Huddersfield,0,0,D,L Mason,3,14,0,0,2,0.142857143,3,10,12,14,3,1,0,0,0,3,7054
12/01/2019,12,1,2019,0.032258065,Chelsea,Newcastle,2,1,H,C Kavanagh,10,9,6,0.6,2,0.222222222,8,5,6,13,1,1,0,0,3,0,7055
12/01/2019,12,1,2019,0.032258065,Crystal Palace,Watford,1,2,A,P Tierney,15,16,6,0.4,2,0.125,7,7,11,11,1,4,0,0,1,1,7056
12/01/2019,12,1,2019,0.032258065,Leicester,Southampton,1,2,A,M Oliver,23,8,6,0.260869565,3,0.375,10,3,7,9,2,1,0,1,1,1,7057
12/01/2019,12,1,2019,0.032258065,West Ham,Arsenal,1,0,H,J Moss,11,11,3,0.272727273,2,0.181818182,7,3,7,10,0,2,0,0,3,0,7058
13/01/2019,13,1,2019,0.034946237,Everton,Bournemouth,2,0,H,A Taylor,15,16,3,0.2,7,0.4375,5,9,17,8,5,0,0,0,3,0,7059
13/01/2019,13,1,2019,0.034946237,Tottenham,Man United,0,1,A,M Dean,21,13,11,0.523809524,8,0.615384615,7,4,8,8,1,2,0,0,1,1,7060
14/01/2019,14,1,2019,0.037634409,Man City,Wolves,3,0,H,C Pawson,24,3,9,0.375,0,0,12,1,6,3,1,0,0,1,3,0,7061
19/01/2019,19,1,2019,0.051075269,Arsenal,Chelsea,2,0,H,A Taylor,13,13,5,0.384615385,1,0.076923077,5,6,13,15,0,2,0,0,3,0,7062
19/01/2019,19,1,2019,0.051075269,Bournemouth,West Ham,2,0,H,S Hooper,10,9,4,0.4,1,0.111111111,2,3,6,10,0,1,0,0,3,0,7063
19/01/2019,19,1,2019,0.051075269,Liverpool,Crystal Palace,4,3,H,J Moss,19,9,9,0.473684211,3,0.333333333,8,3,6,8,0,1,1,0,3,0,7064
19/01/2019,19,1,2019,0.051075269,Man United,Brighton,2,1,H,P Tierney,20,7,5,0.25,3,0.428571429,6,5,11,11,1,0,0,0,3,0,7065
19/01/2019,19,1,2019,0.051075269,Newcastle,Cardiff,3,0,H,S Attwell,16,9,6,0.375,1,0.111111111,7,10,11,6,0,1,0,0,3,0,7066
19/01/2019,19,1,2019,0.051075269,Southampton,Everton,2,1,H,G Scott,11,7,4,0.363636364,2,0.285714286,7,6,12,11,2,1,0,0,3,0,7067
19/01/2019,19,1,2019,0.051075269,Watford,Burnley,0,0,D,M Oliver,9,11,4,0.444444444,3,0.272727273,1,7,14,9,1,2,0,0,0,3,7068
19/01/2019,19,1,2019,0.051075269,Wolves,Leicester,4,3,H,C Kavanagh,12,16,7,0.583333333,6,0.375,5,9,11,10,3,3,0,0,3,0,7069
20/01/2019,20,1,2019,0.053763441,Fulham,Tottenham,1,2,A,C Pawson,12,14,4,0.333333333,5,0.357142857,7,10,10,8,2,3,0,0,1,1,7070
20/01/2019,20,1,2019,0.053763441,Huddersfield,Man City,0,3,A,A Marriner,5,12,2,0.4,4,0.333333333,1,4,10,9,2,2,0,0,1,1,7071
29/01/2019,29,1,2019,0.077956989,Arsenal,Cardiff,2,1,H,M Dean,15,19,4,0.266666667,2,0.105263158,4,7,14,12,3,3,0,0,3,0,7072
29/01/2019,29,1,2019,0.077956989,Fulham,Brighton,4,2,H,L Probert,24,15,7,0.291666667,6,0.4,10,1,10,5,2,3,0,0,3,0,7073
29/01/2019,29,1,2019,0.077956989,Huddersfield,Everton,0,1,A,S Attwell,10,10,2,0.2,5,0.5,3,4,13,10,1,4,0,1,1,1,7074
29/01/2019,29,1,2019,0.077956989,Man United,Burnley,2,2,D,J Moss,28,6,9,0.321428571,4,0.666666667,11,3,10,9,1,3,0,0,0,3,7075
29/01/2019,29,1,2019,0.077956989,Newcastle,Man City,2,1,H,P Tierney,6,12,2,0.333333333,4,0.333333333,1,8,9,7,2,3,0,0,3,0,7076
29/01/2019,29,1,2019,0.077956989,Wolves,West Ham,3,0,H,D Coote,20,4,9,0.45,0,0,5,1,8,10,4,1,0,0,3,0,7077
30/01/2019,30,1,2019,0.080645161,Bournemouth,Chelsea,4,0,H,R East,12,11,7,0.583333333,7,0.636363636,3,7,8,6,1,0,0,0,3,0,7078
30/01/2019,30,1,2019,0.080645161,Liverpool,Leicester,1,1,D,M Atkinson,10,5,3,0.3,2,0.4,7,1,13,6,1,3,0,0,0,3,7079
30/01/2019,30,1,2019,0.080645161,Southampton,Crystal Palace,1,1,D,A Marriner,13,15,4,0.307692308,3,0.2,3,8,11,8,2,2,0,1,0,3,7080
30/01/2019,30,1,2019,0.080645161,Tottenham,Watford,2,1,H,G Scott,17,9,3,0.176470588,1,0.111111111,9,5,6,9,0,4,0,0,3,0,7081
02/02/2019,2,2,2019,0.088709677,Brighton,Watford,0,0,D,S Hooper,21,5,4,0.19047619,0,0,7,0,15,10,1,0,0,0,0,3,7082
02/02/2019,2,2,2019,0.088709677,Burnley,Southampton,1,1,D,A Taylor,15,10,6,0.4,4,0.4,4,2,10,9,3,1,0,0,0,3,7083
02/02/2019,2,2,2019,0.088709677,Cardiff,Bournemouth,2,0,H,J Moss,12,9,5,0.416666667,2,0.222222222,6,7,17,14,1,2,0,0,3,0,7084
02/02/2019,2,2,2019,0.088709677,Chelsea,Huddersfield,5,0,H,P Tierney,23,5,7,0.304347826,2,0.4,11,2,8,5,0,0,0,0,3,0,7085
02/02/2019,2,2,2019,0.088709677,Crystal Palace,Fulham,2,0,H,M Oliver,17,8,6,0.352941176,0,0,11,1,9,12,2,3,0,0,3,0,7086
02/02/2019,2,2,2019,0.088709677,Everton,Wolves,1,3,A,L Mason,13,8,4,0.307692308,4,0.5,3,1,12,14,3,1,0,0,1,1,7087
02/02/2019,2,2,2019,0.088709677,Tottenham,Newcastle,1,0,H,A Marriner,21,8,4,0.19047619,2,0.25,6,3,6,6,0,1,0,0,3,0,7088
03/02/2019,3,2,2019,0.091397849,Leicester,Man United,0,1,A,M Dean,17,10,6,0.352941176,6,0.6,7,2,14,9,4,4,0,0,1,1,7089
03/02/2019,3,2,2019,0.091397849,Man City,Arsenal,3,1,H,M Atkinson,19,4,12,0.631578947,2,0.5,4,2,11,8,1,1,0,0,3,0,7090
04/02/2019,4,2,2019,0.094086022,West Ham,Liverpool,1,1,D,K Friend,13,11,2,0.153846154,6,0.545454545,2,5,9,11,1,1,0,0,0,3,7091
06/02/2019,6,2,2019,0.099462366,Everton,Man City,0,2,A,C Pawson,4,15,1,0.25,4,0.266666667,5,6,12,6,1,1,0,0,1,1,7092
09/02/2019,9,2,2019,0.107526882,Brighton,Burnley,1,3,A,S Attwell,16,9,6,0.375,5,0.555555556,9,3,8,7,1,1,0,0,1,1,7093
09/02/2019,9,2,2019,0.107526882,Crystal Palace,West Ham,1,1,D,C Pawson,25,6,5,0.2,4,0.666666667,10,4,12,9,3,0,0,0,0,3,7094
09/02/2019,9,2,2019,0.107526882,Fulham,Man United,0,3,A,P Tierney,15,15,3,0.2,7,0.466666667,5,4,14,9,3,2,0,0,1,1,7095
09/02/2019,9,2,2019,0.107526882,Huddersfield,Arsenal,1,2,A,J Moss,15,9,6,0.4,4,0.444444444,5,0,17,12,3,2,0,0,1,1,7096
09/02/2019,9,2,2019,0.107526882,Liverpool,Bournemouth,3,0,H,A Taylor,20,12,9,0.45,2,0.166666667,8,5,14,6,2,2,0,0,3,0,7097
09/02/2019,9,2,2019,0.107526882,Southampton,Cardiff,1,2,A,M Atkinson,14,6,7,0.5,3,0.5,8,2,15,12,3,3,0,0,1,1,7098
09/02/2019,9,2,2019,0.107526882,Watford,Everton,1,0,H,L Probert,7,9,2,0.285714286,4,0.444444444,8,2,21,10,2,0,0,1,3,0,7099
10/02/2019,10,2,2019,0.110215054,Man City,Chelsea,6,0,H,M Dean,15,12,9,0.6,4,0.333333333,2,2,9,13,1,2,0,0,3,0,7100
10/02/2019,10,2,2019,0.110215054,Tottenham,Leicester,3,1,H,M Oliver,12,20,5,0.416666667,9,0.45,2,9,11,4,3,1,0,0,3,0,7101
11/02/2019,11,2,2019,0.112903226,Wolves,Newcastle,1,1,D,G Scott,22,9,6,0.272727273,3,0.333333333,13,1,7,9,1,3,0,0,0,3,7102
22/02/2019,22,2,2019,0.142473118,Cardiff,Watford,1,5,A,S Hooper,15,12,6,0.4,7,0.583333333,3,3,10,11,1,2,0,0,1,1,7103
22/02/2019,22,2,2019,0.142473118,West Ham,Fulham,3,1,H,L Mason,21,8,7,0.333333333,5,0.625,12,0,11,11,1,1,0,0,3,0,7104
23/02/2019,23,2,2019,0.14516129,Bournemouth,Wolves,1,1,D,R East,10,10,3,0.3,2,0.2,9,8,10,15,4,5,0,0,0,3,7105
23/02/2019,23,2,2019,0.14516129,Burnley,Tottenham,2,1,H,M Dean,10,17,4,0.4,6,0.352941176,7,6,9,12,1,3,0,0,3,0,7106
23/02/2019,23,2,2019,0.14516129,Leicester,Crystal Palace,1,4,A,A Taylor,27,7,5,0.185185185,5,0.714285714,8,3,7,14,2,1,0,0,1,1,7107
23/02/2019,23,2,2019,0.14516129,Newcastle,Huddersfield,2,0,H,K Friend,29,3,12,0.413793103,1,0.333333333,12,0,11,7,2,0,0,1,3,0,7108
24/02/2019,24,2,2019,0.147849462,Arsenal,Southampton,2,0,H,G Scott,12,10,4,0.333333333,4,0.4,6,4,7,14,0,0,0,0,3,0,7109
24/02/2019,24,2,2019,0.147849462,Man United,Liverpool,0,0,D,M Oliver,6,7,3,0.5,1,0.142857143,3,7,15,17,1,3,0,0,0,3,7110
26/02/2019,26,2,2019,0.153225806,Cardiff,Everton,0,3,A,K Friend,6,12,0,0,4,0.333333333,3,4,12,12,3,1,0,0,1,1,7111
26/02/2019,26,2,2019,0.153225806,Huddersfield,Wolves,1,0,H,D Coote,15,7,3,0.2,0,0,3,5,10,10,2,2,0,0,3,0,7112
26/02/2019,26,2,2019,0.153225806,Leicester,Brighton,2,1,H,L Probert,19,15,3,0.157894737,3,0.2,4,8,6,4,1,1,0,0,3,0,7113
26/02/2019,26,2,2019,0.153225806,Newcastle,Burnley,2,0,H,C Pawson,12,12,3,0.25,2,0.166666667,4,7,8,8,1,3,0,0,3,0,7114
27/02/2019,27,2,2019,0.155913978,Arsenal,Bournemouth,5,1,H,C Kavanagh,16,13,6,0.375,5,0.384615385,9,4,11,9,2,2,0,0,3,0,7115
27/02/2019,27,2,2019,0.155913978,Chelsea,Tottenham,2,0,H,A Marriner,11,9,1,0.090909091,0,0,2,2,7,14,1,1,0,0,3,0,7116
27/02/2019,27,2,2019,0.155913978,Crystal Palace,Man United,1,3,A,M Atkinson,17,13,2,0.117647059,4,0.307692308,5,6,8,9,2,3,0,0,1,1,7117
27/02/2019,27,2,2019,0.155913978,Liverpool,Watford,5,0,H,G Scott,19,5,10,0.526315789,3,0.6,6,4,5,7,0,2,0,0,3,0,7118
